invoice_number,vendor_id,delivery_method,menu_items,invoice_date,tax,total,customer_id
46467,3,delivery,Mtn Dew Baja Blast,2023-02-03,0.05600,3.05,2008
46468,3,pickup,3 Crunchy Tacos Combo|3 Doritos Locos Tacos Combo,2023-02-03,0.04450,17.00,735
46469,1,delivery,Bacon Egg Cheese Biscuit Meal|Bacon McDouble|English McMuffin,2023-02-03,0.05750,12.13,2508
46470,1,pickup,Medium Sprite|Big Breakfast With Hotcakes|Cheese Danish,2023-02-03,0.04750,11.49,5148
46471,1,pickup,Medium Iced Caramel Macchiato|40 Pieces McNuggets,2023-02-03,0.06100,15.58,9236
46472,2,pickup,75pc Pack Mix & Match|15 Wings Classic,2023-02-03,0.04450,122.81,8765
46473,2,pickup,Small 3 pc Crispy Tender Combo|30pc Crew Pack Mix & Match|4 Crispy Tenders,2023-02-03,0.04450,60.76,92
46474,3,pickup,Mild Sauce Packet|Beefy Melt Burrito,2023-02-03,0.04450,2.09,7568
46475,2,pickup,8 pc Meal for 2 – Crispy Tenders|Small 6 pc Wing Combo Classic,2023-02-03,0.04450,32.67,2254
46476,1,pickup,Medium Iced Caramel Macchiato|20 Pieces McNuggets|Caramel Sundae,2023-02-03,0.06875,13.54,8898
46477,2,pickup,30 Wings Classic|30 Wings Mix & Match,2023-02-03,0.04225,72.73,4691
46478,1,delivery,Double Quarter Pounder With Cheese|Steak Egg Cheese Bagel Meal,2023-02-03,0.06100,14.30,1434
46479,1,delivery,Classic Big Mac Pack,2023-02-03,0.05600,16.99,9494
46480,1,pickup,Medium Caramel Hot Chocolate|Classic Big Mac Pack|2 Sausage Burrito Meal,2023-02-03,0.00000,24.47,172
46481,3,delivery,Beefy Melt Burrito|Breakfast Crunchwrap Sausage|Nachos BellGrande Combo,2023-02-03,0.00000,15.48,8398
46482,1,pickup,Spicy Deluxe Crispy Chicken Sandwich Meal,2023-02-03,0.05600,9.49,2239
46483,1,pickup,Medium Iced French Vanilla Coffee,2023-02-03,0.04500,2.81,9730
46484,1,delivery,Filet O Fish|Medium Iced Mocha,2023-02-03,0.05300,8.82,5694
46485,1,delivery,Syrup|Grape Jam|Equal Packet,2023-02-03,0.06100,0.21,9604
46486,3,delivery,Mug Root Beer (Small)|Cinnabon Delights 12 Pack|Black Bean Crispy Melt Taco,2023-02-03,0.06500,12.75,8548
46487,2,pickup,100pc Pack Mix & Match|40pc Group Pack Classic|15 Crispy Tenders,2023-02-03,0.00000,208.47,4056
46488,3,delivery,Cinnamon Twists,2023-02-03,0.06500,1.07,4282
46489,1,delivery,Strawberry Preserve|Spicy Crispy Chicken Sandwich Meal,2023-02-03,0.06350,8.50,2155
46490,2,delivery,30 Crispy Tenders|100pc Pack Mix & Match,2023-02-03,0.06875,188.08,5886
46491,3,pickup,Mug Root Beer (Medium),2023-02-03,0.00000,2.79,9798
46492,1,delivery,Double Bacon Quarter Pounder With Cheese Meal|Double Bacon Quarter Pounder With Cheese,2023-02-03,0.06500,19.47,231
46493,2,delivery,Iced Tea 32oz|Large 10 pc Wing Combo Mix & Match|100 Wings Classic,2023-02-03,0.06850,142.72,7340
46494,2,pickup,Cheese Fries Regular,2023-02-03,0.04000,3.63,9319
46495,1,pickup,McChicken|Medium Americano,2023-02-03,0.05750,6.22,5256
46496,2,pickup,Seasoned Fries Large|50pc Party Pack Classic|Large 10 pc Wing Combo Mix & Match,2023-02-03,0.06850,91.32,2188
46497,3,delivery,Black Bean Crunchwrap Supreme|Cheesy Toasted Breakfast Burrito Bacon,2023-02-03,0.02900,6.05,2348
46498,3,pickup,Blue Raspberry Electric Strawberry Freeze,2023-02-03,0.06625,4.15,261
46499,3,pickup,Taco & Burrito Cravings Pack|Cinnamon Twists,2023-02-03,0.06850,19.76,5742
46500,3,delivery,3 Crunchy Tacos Combo,2023-02-03,0.06000,7.83,676
46501,1,delivery,Egg McMuffin Meal|Crispy Chicken Sandwich,2023-02-03,0.04225,11.76,7928
46502,2,pickup,Buffalo Ranch Fries Large|Large 10 pc Wing Combo Classic|24pc Crispy Tender Pack,2023-02-04,0.04750,71.83,307
46503,1,delivery,Blueberry Muffin|Bacon Egg Cheese McGriddle Meal,2023-02-04,0.04450,9.38,3696
46504,2,pickup,Iced Tea 20oz|24pc Family Pack Boneless,2023-02-04,0.05300,31.88,3377
46505,2,pickup,Veggie Sticks Carrots Only,2023-02-04,0.06625,1.91,6313
46506,3,delivery,Spicy Double Steak Grilled Cheese Burrito|(1) Spicy Double Steak Grilled Cheese Burrito,2023-02-04,0.04450,14.60,2612
46507,2,delivery,10 Wings Classic,2023-02-04,0.04000,12.37,5508
46508,1,delivery,Medium Fanta Orange|Cheese Danish,2023-02-04,0.06350,4.66,1982
46509,1,pickup,40 McNuggets|Medium Strawberry Banana Smoothie|Daily Double,2023-02-04,0.02900,19.62,6163
46510,3,pickup,Breakfast Quesadilla Sausage|Red Sauce,2023-02-04,0.06250,3.23,8004
46511,3,delivery,Grande Toasted Breakfast Burrito Bacon|Supreme Soft Taco Party Pack|3 Doritos Locos Tacos Combo,2023-02-04,0.00000,43.17,2833
46512,3,pickup,Black Bean Crunchwrap Supreme,2023-02-04,0.06000,4.65,6447
46513,1,pickup,Pepper Packet|Daily Double,2023-02-04,0.07000,3.20,9414
46514,2,pickup,75 Wings Boneless,2023-02-04,0.06350,79.22,1969
46515,3,delivery,Diet Mountain Dew (Small)|Chips And Nachos Cheese Sauce|Wild Cherry Electric Strawberry Freeze,2023-02-04,0.05750,9.27,2914
46516,3,delivery,Burrito Supreme Cravings Trio|Guacamole,2023-02-04,0.07250,6.17,1518
46517,3,pickup,Spicy Double Steak Grilled Cheese Burrito|Reduced-Fat Sour Cream,2023-02-04,0.04750,8.11,9569
46518,3,pickup,Grande Toasted Breakfast Burrito Sausage|Chipotle Ranch Grilled Chicken Burrito|Fire Sauce Packet,2023-02-04,0.05000,5.55,427
46519,2,delivery,75 Wings Boneless|4 Crispy Tenders|Louisiana Voodoo Fries Large,2023-02-04,0.02900,90.32,589
46520,2,pickup,Small 3 pc Crispy Tender Combo|20 Wings Mix & Match,2023-02-04,0.06875,34.82,8001
46521,2,pickup,Large 10 pc Wing Combo Mix & Match|Medium 8 pc Wing Combo Mix & Match|Large 10 pc Wing Combo Classic,2023-02-04,0.05000,46.06,8111
46522,1,pickup,Cinnamon Roll|Butter|Filet O Fish,2023-02-04,0.06875,8.64,6348
46523,3,pickup,Mug Root Beer (Large)|Steak Quesadilla|Mtn Dew Baja Blast Zero Sugar,2023-02-04,0.05000,12.67,5559
46524,1,delivery,Double Quarter Pounder With Cheese|Bacon Egg Cheese Biscuit Meal,2023-02-04,0.06350,14.44,3501
46525,2,pickup,Veggie Sticks Carrots Only|10 Wings Mix & Match|50 Wings Boneless,2023-02-04,0.06250,68.07,1797
46526,1,delivery,Double Smoky BLT Quarter Pounder With Cheese|Medium Iced Caramel Latte,2023-02-04,0.06625,13.31,1272
46527,3,delivery,Premium Hot Coffee|Cheesy Toasted Breakfast Burrito Potato,2023-02-04,0.06875,3.51,905
46528,3,delivery,Variety Taco Party Pack|Sierra Mist|Classic Combo,2023-02-04,0.00000,34.88,1989
46529,2,pickup,20 Wings Classic,2023-02-04,0.06625,24.51,3218
46530,1,pickup,Medium Unsweetened Iced Tea|Chicken Pack|Mustard Packet,2023-02-04,0.06625,23.33,1329
46531,1,pickup,Medium Caramel Cappuccino|English McMuffin,2023-02-04,0.04500,5.20,6222
46532,1,pickup,Plain Sundae|Quarter Pounder With Cheese Deluxe,2023-02-04,0.05600,9.69,6191
46533,2,delivery,75 Wings Boneless|Large 10 pc Wing Combo Classic,2023-02-04,0.05500,94.72,274
46534,2,pickup,10 Wings Classic,2023-02-04,0.05600,12.56,817
46535,3,pickup,3 Crunchy Tacos Combo,2023-02-04,0.04000,7.69,6777
46536,3,pickup,3 Doritos Locos Tacos Combo|Cheesy Gordita Crunch Cravings Trio|Chicken Chipotle Melt,2023-02-04,0.04500,16.91,56
46537,1,delivery,Bacon Egg Cheese Bagel,2023-02-04,0.06100,4.87,1411
46538,1,pickup,Sausage Egg Biscuit,2023-02-04,0.06850,4.26,5883
46539,3,delivery,Pepsi,2023-02-04,0.04000,3.01,8003
46540,1,delivery,Sausage Biscuit|Medium Caramel Macchiato|6 Piece McNuggets,2023-02-04,0.06000,9.51,2291
46541,3,pickup,Cinnamon Twists,2023-02-04,0.06000,1.06,9654
46542,2,pickup,15 Wings Boneless,2023-02-04,0.06350,16.90,3933
46543,2,delivery,24pc Family Pack Boneless|Medium 8 pc Wing Combo Boneless,2023-02-04,0.04500,38.33,8616
46544,3,delivery,Nacho Cheese Sauce|Sierra Mist,2023-02-04,0.04450,3.85,3689
46545,2,delivery,Buffalo Ranch Fries Regular,2023-02-04,0.07250,4.92,9504
46546,3,pickup,Mtn Dew Baja Blast Zero Sugar|Grande Toasted Breakfast Burrito Combo,2023-02-04,0.06625,9.15,783
46547,1,pickup,McChicken Biscuit Meal,2023-02-04,0.04000,4.88,9931
46548,3,delivery,Burrito Supreme Combo|Guacamole|Bean Burrito,2023-02-04,0.07000,12.77,1021
46549,1,delivery,Bacon Egg Cheese Biscuit Meal|Medium Hawaiian Punch|Oreo Fudge McFlurry,2023-02-04,0.04225,13.10,8859
46550,3,delivery,Black Bean Chalupa Supreme|Brisk Mango Fiesta|Supreme Variety Taco Party Pack,2023-02-04,0.04225,37.91,7963
46551,2,pickup,Iced Tea 20oz|50pc Party Pack Mix & Match|Small 6 pc Wing Combo Boneless,2023-02-04,0.06100,82.09,9940
46552,1,delivery,Hot & Spicy McChicken,2023-02-04,0.04500,3.33,6904
46553,2,pickup,Large 10 pc Wing Combo Classic|50pc Party Pack Classic|100 Wings Classic,2023-02-04,0.06250,208.11,2774
46554,2,delivery,Cheese Fries Regular,2023-02-04,0.04450,3.65,7046
46555,3,pickup,Taco & Burrito Cravings Pack|Mug Root Beer (Small),2023-02-04,0.06250,21.44,3089
46556,3,delivery,Chicken Quesadilla Combo|Black Beans And Rice|Cheesy Roll Up,2023-02-04,0.06100,13.77,7247
46557,1,pickup,Sausage McMuffin|Bacon Egg Cheese Bagel Meal|Steak Egg Cheese McGriddle,2023-02-04,0.06875,14.29,3795
46558,1,pickup,Iced Pumpkin Coffee|Medium Vanilla Cappuccino,2023-02-04,0.05600,6.31,760
46559,2,pickup,75 Wings Boneless|Veggie Sticks Carrots Only|30 Wings Mix & Match,2023-02-04,0.05000,116.73,421
46560,2,delivery,30 Wings Boneless|Seasoned Fries Large,2023-02-04,0.06250,36.64,6169
46561,1,delivery,Medium Iced Mocha|Sausage Egg Biscuit Meal,2023-02-04,0.07250,9.95,3474
46562,3,pickup,Spicy Potato Soft Tacos|Nachos BellGrande|Brisk Mango Fiesta,2023-02-04,0.05000,10.90,9476
46563,1,pickup,Sausage Egg Biscuit Meal,2023-02-04,0.06500,6.17,1206
46564,2,delivery,50 Wings Classic,2023-02-04,0.05300,60.54,5270
46565,2,delivery,15 Wings Classic,2023-02-04,0.04000,18.19,6351
46566,1,delivery,Pepper Packet|Sausage,2023-02-04,0.06250,1.80,1126
46567,1,delivery,Medium Premium Roast Coffee|Splenda Packet,2023-02-04,0.05750,2.10,5429
46568,1,pickup,Medium Decaf Coffee|Egg Biscuit|Medium Unsweetened Iced Tea,2023-02-04,0.05500,6.40,6605
46569,3,pickup,Pintos N Cheese,2023-02-04,0.05750,2.32,7102
46570,2,delivery,100 Wings Classic,2023-02-04,0.06250,122.18,5825
46571,1,delivery,Medium Caramel Hot Chocolate|Tangy BBQ Dipping Sauce,2023-02-04,0.04450,2.91,7855
46572,1,pickup,Spicy Deluxe Crispy Chicken Sandwich|Deluxe Crispy Chicken Sandwich,2023-02-04,0.05600,12.23,3620
46573,2,delivery,100pc Pack Classic|40pc Group Pack Classic,2023-02-04,0.06875,196.63,7886
46574,1,pickup,English McMuffin,2023-02-04,0.06500,1.80,2251
46575,1,delivery,4 Piece McNuggets,2023-02-04,0.04750,2.29,2852
46576,3,delivery,Orange Juice|Mug Root Beer (Medium)|Crunchwrap Supreme Combo,2023-02-04,0.04750,14.74,6049
46577,3,pickup,Crunchwrap Supreme Cravings Trio|Breakfast Quesadilla Steak,2023-02-04,0.07000,8.87,4684
46578,1,pickup,Dassani Bottled Water,2023-02-04,0.05300,1.57,1775
46579,3,delivery,Supreme Soft Taco Party Pack,2023-02-04,0.05750,29.60,9438
46580,3,pickup,Drinks Party Pack|Chips And Nachos Cheese Sauce,2023-02-04,0.05750,6.55,6636
46581,2,delivery,15 Wings Mix & Match|10 Wings Boneless,2023-02-04,0.06250,29.84,6131
46582,2,pickup,4 Crispy Tenders,2023-02-04,0.06500,7.66,8622
46583,3,pickup,Black Beans|Mug Root Beer (Small)|Diet Pepsi,2023-02-04,0.06100,7.71,5069
46584,2,delivery,50 Wings Boneless,2023-02-04,0.06850,53.84,3363
46585,1,pickup,Spicy Deluxe Crispy Chicken Sandwich Meal|McChicken Biscuit Meal,2023-02-04,0.06850,14.62,833
46586,3,delivery,Dr Pepper|Burrito Supreme Cravings Trio,2023-02-04,0.05750,8.34,1080
46587,3,delivery,Mtn Dew Baja Blast,2023-02-04,0.05600,3.05,4371
46588,3,delivery,Grande Toasted Breakfast Burrito Combo|Chalupa Supreme|Mtn Dew,2023-02-04,0.04750,14.01,7047
46589,2,delivery,10 Wings Classic|Seasoned Fries Large,2023-02-04,0.05750,17.43,10000
46590,2,pickup,15 Wings Mix & Match,2023-02-04,0.06625,18.65,8622
46591,1,delivery,Dassani Bottled Water|Smoky BLT Quarter Pounder With Cheese|Ranch Dressing,2023-02-04,0.05300,9.14,3872
46592,1,delivery,10 Piece McNuggets,2023-02-04,0.06625,5.21,5534
46593,2,pickup,Triple Chocolate Chunk Brownie|24pc Family Pack Mix & Match|Seasoned Fries Regular,2023-02-04,0.04450,41.12,8978
46594,1,pickup,Cheese Danish|Sausage Egg Biscuit|Medium Root Beer,2023-02-04,0.07250,8.98,2756
46595,1,delivery,1 Cookie|Spicy Deluxe Crispy Chicken Sandwich,2023-02-04,0.06850,8.53,7380
46596,2,delivery,50 Wings Classic,2023-02-04,0.06625,61.30,450
46597,1,pickup,Medium Frozen Coca Cola|Scrambled Eggs|Double Quarter Pounder With Cheese,2023-02-04,0.06625,11.80,2002
46598,3,delivery,Cinnabon Delights 12 Pack|Bell Breakfast Box|(1) Cinnabon Delights 12 Pack,2023-02-04,0.05300,20.41,3423
46599,2,delivery,50 Wings Classic|Large 10 pc Wing Combo Boneless|8 pc Meal for 2 – Crispy Tenders,2023-02-04,0.06350,95.26,6788
46600,2,pickup,Iced Tea 20oz|Cajun Fried Corn Regular,2023-02-04,0.07000,6.83,3247
46601,3,pickup,Blue Raspberry Freeze,2023-02-04,0.02900,4.00,3852
46602,1,delivery,Sausage McMuffin Meal|Medium Frozen Fanta (Wild Cherry)|Egg Biscuit,2023-02-05,0.05000,10.26,6364
46603,2,pickup,15 Crispy Tenders|8 pc Meal for 2 – Crispy Tenders,2023-02-05,0.06000,46.94,5308
46604,2,pickup,30 Wings Mix & Match,2023-02-05,0.05750,36.90,867
46605,2,pickup,75pc Pack Mix & Match,2023-02-05,0.07000,107.10,154
46606,2,pickup,Medium 8 pc Wing Combo Boneless|30 Wings Classic,2023-02-05,0.06850,46.99,7365
46607,3,pickup,2 Chicken Chalupas Supreme|Diablo Sauce Packet|Nachos BellGrande Combo,2023-02-05,0.04225,22.60,9510
46608,1,pickup,Cherry & Creme Pie,2023-02-05,0.05750,2.00,9469
46609,3,pickup,Dr Pepper|Red Sauce|Grande Toasted Breakfast Burrito Steak,2023-02-05,0.04225,7.33,5611
46610,1,pickup,Sausage Egg Cheese Bagel|Equal Packet|Hot N Spicy McChicken Biscuit,2023-02-05,0.04450,6.98,4990
46611,1,pickup,McChicken Biscuit Meal,2023-02-05,0.06625,5.00,6321
46612,1,pickup,Sausage Egg Biscuit|Double Bacon Quarter Pounder With Cheese Meal,2023-02-05,0.07000,15.07,493
46613,1,delivery,Spicy Crispy Chicken Sandwich|Sausage McMuffin,2023-02-05,0.04500,7.50,5522
46614,2,delivery,75 Wings Classic,2023-02-05,0.04000,88.91,1022
46615,3,delivery,Pintos N Cheese|Beefy 5-Layer Burrito,2023-02-05,0.06250,6.57,197
46616,1,pickup,10 Piece McNuggets|Deluxe Crispy Chicken Sandwich Meal|Medium Latte,2023-02-05,0.07000,18.16,3762
46617,1,delivery,Medium Vanilla Cappuccino,2023-02-05,0.06500,3.50,675
46618,3,delivery,Spicy Ranch,2023-02-05,0.00000,0.30,3333
46619,1,pickup,Sausage Egg Cheese McGriddle,2023-02-05,0.06500,5.10,452
46620,1,delivery,Medium Pumpkin Latte|Sausage Egg Cheese Biscuit Meal|Bagel,2023-02-05,0.06350,11.67,4529
46621,1,pickup,Creamer Packet|Egg McMuffin,2023-02-05,0.05600,4.42,5421
46622,1,delivery,McChicken Biscuit Meal,2023-02-05,0.05600,4.95,5130
46623,3,delivery,Black Beans,2023-02-05,0.04000,1.76,9878
46624,3,pickup,Hash Brown|Black Bean Quesarito|Cheesy Toasted Breakfast Burrito Bacon,2023-02-05,0.07250,6.63,6065
46625,2,delivery,30 Wings Boneless|15 Wings Mix & Match|Buffalo Ranch Fries Regular,2023-02-05,0.06000,55.09,3510
46626,2,delivery,Large 10 pc Wing Combo Classic,2023-02-05,0.06625,16.30,6693
46627,3,delivery,Taco & Burrito Cravings Pack|Chips And Nachos Cheese Sauce|Diablo Sauce Packet,2023-02-05,0.04450,20.56,915
46628,3,pickup,Orange Juice,2023-02-05,0.05500,2.10,8686
46629,3,pickup,Quesarito|Pepsi|Cheesy Gordita Crunch,2023-02-05,0.00000,12.67,457
46630,1,pickup,Medium French Fries|Creamy Ranch Sauce,2023-02-05,0.06250,3.81,1617
46631,2,pickup,15pc Meal for 2 Classic|30 Crispy Tenders|8 pc Meal for 2 – Crispy Tenders,2023-02-05,0.05300,94.53,7351
46632,1,pickup,Honest Kids Organic Apple Juice|Hotcakes|Medium Hazelnut Cappuccino,2023-02-05,0.00000,8.97,7223
46633,2,delivery,10 Wings Boneless|Small 6 pc Wing Combo Boneless,2023-02-05,0.06350,20.93,180
46634,2,pickup,20 Wings Mix & Match,2023-02-05,0.06350,24.45,4592
46635,3,pickup,Spicy Ranch|Grande Toasted Breakfast Burrito Combo|Doritos Cheesy Gordita Crunch Nacho Cheese,2023-02-05,0.05600,11.59,165
46636,3,pickup,Beefy 5-Layer Burrito|Burrito Supreme Cravings Trio,2023-02-05,0.06100,9.54,1737
46637,1,pickup,Bacon Quarter Pounder With Cheese,2023-02-05,0.04000,6.44,1253
46638,1,delivery,Medium Pumpkin Latte,2023-02-05,0.02900,3.39,5877
46639,2,pickup,50 Wings Classic|Louisiana Voodoo Fries Regular,2023-02-05,0.06000,65.80,8537
46640,1,pickup,Syrup,2023-02-05,0.06250,0.21,4836
46641,1,delivery,Medium Latte,2023-02-05,0.04000,3.42,9264
46642,2,pickup,Veggie Sticks,2023-02-05,0.06500,1.91,6286
46643,1,pickup,Bacon Egg Cheese Bagel Meal|Big Breakfast With Hotcakes|Medium Iced Caramel Coffee,2023-02-05,0.06850,15.67,2406
46644,1,delivery,Apple Slices|2 Large Fries|Double Hamburger,2023-02-05,0.05600,9.05,9746
46645,1,pickup,Sausage McMuffin Meal|Sausage Burrito,2023-02-05,0.06250,8.16,8676
46646,1,delivery,Strawberry Preserve,2023-02-05,0.07000,0.00,6972
46647,1,pickup,Steak Egg Cheese Bagel Meal|Bacon Egg Cheese McGriddle Meal|Medium French Vanilla Latte,2023-02-05,0.06500,17.01,5156
46648,1,pickup,2 Sausage Burrito Meal|Oatmeal,2023-02-05,0.06500,9.78,4818
46649,3,pickup,Nacho Cheese Sauce,2023-02-05,0.07250,0.86,7551
46650,2,delivery,10 Wings Mix & Match,2023-02-05,0.06000,12.60,7160
46651,1,pickup,Deluxe Crispy Chicken Sandwich|Medium Caramel Frappe,2023-02-05,0.02900,9.86,6778
46652,3,delivery,Cheesy Toasted Breakfast Burrito Sausage,2023-02-05,0.06625,1.38,6429
46653,1,delivery,Sugar Packet|Medium Iced Mocha|Medium Caramel Mocha,2023-02-05,0.07000,7.47,7399
46654,2,pickup,100pc Pack Mix & Match|10 Wings Classic|40pc Group Pack Classic,2023-02-05,0.06500,208.60,6854
46655,2,delivery,10 Wings Mix & Match,2023-02-05,0.07000,12.72,2909
46656,3,delivery,Chicken Quesadilla Combo|Diet Mountain Dew (Large),2023-02-05,0.05000,13.73,2816
46657,1,pickup,Bacon Egg Cheese Biscuit|McDouble|Medium Mocha,2023-02-05,0.06875,11.40,4878
46658,1,delivery,Apple Slices|Medium Caramel Macchiato|Strawberry Preserve,2023-02-05,0.05600,4.41,9195
46659,1,delivery,Medium Iced Coffee|Bacon Egg Cheese Biscuit|Sausage McMuffin,2023-02-05,0.04450,9.89,4297
46660,2,pickup,30 Crispy Tenders,2023-02-05,0.05600,47.40,9446
46661,2,pickup,100 Wings Boneless|Veggie Sticks|15 Wings Boneless,2023-02-05,0.06625,125.57,3203
46662,1,delivery,Sugar Packet|McChicken|Double Quarter Pounder With Cheese,2023-02-05,0.06000,10.79,2832
46663,3,pickup,Burrito Supreme,2023-02-05,0.06000,5.61,8915
46664,2,pickup,30 Wings Mix & Match,2023-02-05,0.04500,36.46,2474
46665,2,delivery,50pc Party Pack Boneless|75 Wings Boneless|Small 6 pc Wing Combo Mix & Match,2023-02-05,0.04225,147.13,7871
46666,2,delivery,Cheese Fries Regular|100pc Pack Boneless|Seasoned Fries Regular,2023-02-05,0.06100,123.79,8037
46667,2,pickup,24pc Family Pack Classic|Buffalo Ranch Fries Regular,2023-02-05,0.06100,41.46,6274
46668,3,pickup,Cheesy Gordita Crunch Cravings Trio|Variety Taco Party Pack,2023-02-05,0.04225,33.34,613
46669,3,delivery,Premium Hot Coffee,2023-02-05,0.06625,2.12,1138
46670,2,delivery,75pc Pack Classic|24pc Family Pack Boneless|100pc Pack Boneless,2023-02-05,0.06250,252.95,5515
46671,3,delivery,Breakfast Quesadilla Bacon|Cheesy Toasted Breakfast Burrito Bacon,2023-02-05,0.06350,4.66,9452
46672,3,pickup,Crunchwrap Supreme|Quesarito,2023-02-05,0.05500,10.85,6777
46673,3,pickup,Grande Toasted Breakfast Burrito Steak|Brisk Mango Fiesta,2023-02-05,0.02900,7.08,5533
46674,1,pickup,Plain Sundae,2023-02-05,0.05750,3.69,9492
46675,2,delivery,75pc Pack Classic|Soft Drinks 20oz,2023-02-05,0.04000,106.89,8160
46676,2,pickup,Medium 8 pc Wing Combo Classic|Small 3 pc Crispy Tender Combo|30 Wings Classic,2023-02-05,0.04000,60.08,2366
46677,1,pickup,Steak Egg Cheese McGriddle|Egg Cheese Biscuit,2023-02-05,0.05000,9.64,9594
46678,1,pickup,Egg Cheese Biscuit Meal|Apple Slices|Mayonnaise Packet,2023-02-05,0.06875,5.43,3950
46679,2,delivery,Veggie Sticks Celery Only|75pc Pack Classic,2023-02-05,0.05500,107.48,1499
46680,2,pickup,Iced Tea 20oz,2023-02-05,0.06100,2.85,8746
46681,1,pickup,Medium Premium Roast Coffee|Medium Frozen Fanta (Blue Raspberry)|Double Bacon Quarter Pounder With Cheese Meal,2023-02-05,0.06625,15.11,7018
46682,1,delivery,Medium Hazelnut Cappuccino|Blueberry Muffin,2023-02-05,0.04000,6.22,1783
46683,2,pickup,20 Crispy Tenders|75 Wings Classic|15 Wings Mix & Match,2023-02-05,0.04225,142.44,936
46684,1,pickup,Medium Premium Roast Coffee,2023-02-05,0.04450,2.08,1070
46685,3,pickup,Fiesta Veggie Burrito|Guacamole,2023-02-05,0.04000,2.86,1568
46686,2,pickup,24pc Family Pack Mix & Match|40pc Group Pack Boneless|Soft Drinks 32oz,2023-02-05,0.04750,85.76,9977
46687,1,delivery,Medium Iced Pumpkin Latte|Deluxe Crispy Chicken Sandwich Meal,2023-02-05,0.06250,12.84,5667
46688,2,delivery,Buffalo Ranch Fries Regular|75 Wings Boneless,2023-02-05,0.06850,84.50,2918
46689,2,delivery,Large 10 pc Wing Combo Mix & Match|Iced Tea 20oz|50pc Party Pack Mix & Match,2023-02-05,0.07250,89.63,3651
46690,2,pickup,Large 10 pc Wing Combo Mix & Match|50pc Party Pack Classic,2023-02-05,0.06625,86.24,8010
46691,3,delivery,Cinnabon Delights 2 Pack|Breakfast Quesadilla Combo,2023-02-05,0.04450,7.29,9592
46692,3,delivery,Mexican Pizza Combo|Double Steak Grilled Cheese Burrito|Dole Lemonade Strawberry Squeeze,2023-02-05,0.06500,21.06,897
46693,2,pickup,Soft Drinks 32oz|40pc Group Pack Mix & Match,2023-02-05,0.05300,59.16,9642
46694,3,delivery,Chips And Nachos Cheese Sauce|Crispy Melt Taco|(1) Chips And Nachos Cheese Sauce,2023-02-05,0.05600,7.36,9243
46695,3,delivery,Chips And Nachos Cheese Sauce|Cheesy Gordita Crunch Cravings Trio|Crispy Melt Taco,2023-02-05,0.07250,10.49,8834
46696,2,pickup,50pc Party Pack Classic|Veggie Sticks Celery Only|Iced Tea 20oz,2023-02-05,0.04450,73.19,1333
46697,3,delivery,Crispy Melt Taco|Nachos BellGrande Combo,2023-02-05,0.05600,13.50,3669
46698,1,pickup,Medium Frozen Fanta (Blue Raspberry),2023-02-05,0.07000,2.24,9089
46699,3,delivery,Spicy Potato Soft Taco,2023-02-05,0.05000,1.05,5764
46700,3,pickup,Cinnabon Delights 2 Pack,2023-02-05,0.06350,2.12,287
46701,2,pickup,Louisiana Voodoo Fries Regular,2023-02-05,0.05600,4.85,7710
46702,2,delivery,15 Wings Classic|10 Wings Mix & Match|30pc Crew Pack Mix & Match,2023-02-06,0.04500,73.95,5764
46703,1,delivery,Plain Sundae|Apple Fritter,2023-02-06,0.00000,6.08,72
46704,2,delivery,20 Wings Classic,2023-02-06,0.05600,24.28,391
46705,1,delivery,Medium Caramel Frappe|Sugar Packet|Quarter Pounder With Cheese Deluxe,2023-02-06,0.05600,10.22,108
46706,3,pickup,Power Menu Bowl Veggie|Sierra Mist|Chips and Nacho Cheese Sauce,2023-02-06,0.02900,12.11,9464
46707,2,delivery,24pc Crispy Tender Pack,2023-02-06,0.06350,50.19,3153
46708,3,delivery,Power Menu Bowl|Steak Quesadilla,2023-02-06,0.04750,14.12,8986
46709,3,delivery,Ultimate Game Day Box|Drinks Party Pack|Cheesy Toasted Breakfast Burrito Bacon,2023-02-06,0.06250,29.21,6717
46710,1,delivery,Sausage McMuffin|Medium Iced Coffee|Medium Hazelnut Cappuccino,2023-02-06,0.06100,8.67,2444
46711,1,pickup,Sausage Egg Cheese Biscuit Meal|Chocolate Milk,2023-02-06,0.04000,7.78,8610
46712,1,delivery,6 Piece McNuggets|Double Bacon Quarter Pounder With Cheese Meal|Medium Sprite,2023-02-06,0.04225,15.39,2834
46713,1,pickup,Bacon Quarter Pounder With Cheese Meal,2023-02-06,0.04000,9.25,406
46714,3,pickup,White Hot Ranch Fries Veggie,2023-02-06,0.06625,3.19,325
46715,1,delivery,Hot & Spicy McChicken|Deluxe Crispy Chicken Sandwich Meal,2023-02-06,0.05300,12.61,7823
46716,1,delivery,3 Half Strips Bacon,2023-02-06,0.06350,2.54,2729
46717,3,delivery,Brisk Dragon Paradise Sparkling Iced Tea|Chicken Chipotle Melt,2023-02-06,0.06000,5.49,5367
46718,3,pickup,Breakfast Crunchwrap Bacon|Chicken Chipotle Melt|Orange Juice,2023-02-06,0.06875,8.09,6475
46719,2,delivery,30 Wings Mix & Match|75pc Pack Mix & Match|Large 10 pc Wing Combo Boneless,2023-02-06,0.00000,147.27,9216
46720,3,pickup,Fire Sauce Packet|Breakfast Salsa|Sierra Mist,2023-02-06,0.07250,3.10,4976
